"course_id","course_title","course_code","lab_theory","course_type_id","dept_id","semester","syllabus_intro_year","credits","total_internal","total_external","grad_level"
667,Core Practical III,"6B03ZLG-P",L,1,13,6,2019,4,15,60,UG
668,Project,"6B13ZLG",P,1,13,6,2019,2,7,28,UG
669,Corporate Accounting,"4B05COM",T,1,14,4,2019,4,10,40,UG
670,Management of Cooperatives,"4B06COM",T,1,14,4,2019,4,10,40,UG
671,General Informatics Skills,"4A13COM",T,1,14,4,2019,4,10,40,UG
672,Environmental Studies and Disaster Management,"4A14COM",T,1,14,4,2019,4,10,40,UG
673,Corporate Law and Business Regulations,"4C04COM",T,1,14,4,2019,4,10,40,UG
674,Financial Markets and Services,"6B12COM",T,1,14,6,2019,3,10,40,UG
675,Management Accounting,"6B13COM",T,1,14,6,2019,4,10,40,UG
676,Auditing and Corporate Governance,"6B14COM",T,1,14,6,2019,4,10,40,UG
677,Income Tax and GST,"6B15COM",T,1,14,6,2019,4,10,40,UG
678,Co-operative Accounting and Legislations,"6B16COM",T,1,14,6,2019,4,10,40,UG
679,Project,"6B17COM",T,1,14,6,2019,2,10,40,UG
680,Environmental History of India,"6B16HIS-B",T,1,4,6,2019,4,10,40,UG
681,History of India III: Sultanate to British Conquest (1206 -1757),"4B05HIS",T,1,4,4,2019,4,10,40,UG
682,Ideologies and Revolutions in the Modern World ,"4B06HIS",T,1,4,4,2019,4,10,40,UG
683,Paaschaathya Saahithya Sidhaanthangal,"4B05MAL",T,1,5,4,2019,5,10,40,UG
684,Praacheena Madhyakaala Saahithyam,"4B06MAL",T,1,5,4,2019,4,10,40,UG
685,Malabar Padanangal,"4C04MAL",T,1,5,4,2019,4,10,40,UG
686,Complementary Elective Course Practical ,"4C05CHE",L,3,8,1,2019,0,0,0,UG
687,Complementary Elective Course Practical ,"4C05CHE",L,3,8,2,2019,0,0,0,UG
688,Polymer Chemistry II (Practical),"3A12(A)PCH",L,1,8,3,2019,0,0,0,UG
689,Complementary Elective Course Practical ,"4C05CHE",L,3,8,4,2019,4,8,32,UG
690,Chemistry (For Biological Science),"4C04CHE-BS",T,3,8,4,2019,2,8,32,UG
691,Chemistry (For Physical Science) ,"4C04CHE-PS",T,3,8,4,2019,2,8,32,UG
692,Organic Chemistry III,"6B14PCH",T,1,8,6,2019,4,10,40,UG
693,Physical Chemistry III,"6B15PCH",T,1,8,6,2019,3,10,40,UG
694,Physical Methods in Chemistry,"6B16PCH",T,1,8,6,2019,3,10,40,UG
695,Environmental Chemistry,"6B17PCH",T,1,8,6,2019,3,10,40,UG
696,Core Course Practicals 5 Physical Chemistry,"6B18CHE",L,1,8,6,2019,3,10,40,UG
697,Practicals 3: Gravimetric Analysis ,"6B11PCH",L,1,8,6,2019,3,10,40,UG
698,Practicals 4: Organic Chemistry,"6B12PCH",L,1,8,6,2019,3,10,40,UG
699,Project & Industrial Visit,"6B13PCH",L,1,8,6,2019,2,10,40,UG
700,"Plant Physiology, Ecology and Applied Botany","4C04BOT",T,3,7,4,2019,2,10,40,UG
701,Sahithya Aur Prayog,"2A08-2HIN",T,4,3,2,2019,,,,UG
702,Lab 1 - C Programming,"2B03ICSC",L,1,9,2,2020,2,5,20,UG
703,Advanced C Programming,"2B02ICSC",T,1,9,2,2020,2,10,40,UG
704,Web Technology,"6B20ICSC",T,1,9,6,2020,3,10,40,PG
705,Introduction to Deep Learning,"6B21ICSC",T,1,9,6,2020,3,10,40,PG
706,Computer Networks,"6B22ICSC",T,1,9,6,2020,3,10,40,PG
707,Design and Analysis of Algorithms,"6B23ICSC",T,1,9,6,2020,3,10,40,PG
708,Lab-8: Web Technology,"6B24ICSC",L,1,9,6,2020,3,5,20,PG
709,Project,"6B25ICSC",L,1,9,6,2020,7,20,80,PG
710,Novel Vaayana,"5D03MAL",T,2,5,5,2019,2,5,20,UG
711,Mathematical Models of Machine Learning - 1,"7B26ICSC",T,1,9,7,2020,3,20,80,PG
712,Theory of Computation,"7B27ICSC",T,1,9,7,2020,3,20,80,PG
713,Soft Computing Techniques,"7B28ICSC",T,1,9,7,2020,3,20,80,PG
714,Digital Image Processing,"7B29ICSC",T,1,9,7,2020,3,20,80,PG
715,Lab-9: Digital Image Processing,"7B31ICSC",L,1,9,7,2020,4,20,80,PG
716,Lab-10 : Soft Computing Techniques,"7B32ICSC",L,1,9,7,2020,4,20,80,PG
717,Mathematical Models of Machine Learning - II,"8B33ICSC",T,1,9,8,2020,3,20,80,PG
718,Advanced Artificial Inteligence,"8B34ICSC",T,1,9,8,2020,3,20,80,PG
719,Advanced Machine Learning Techniques,"8B35ICSC",T,1,9,8,2020,3,20,80,PG
720,Data Mining,"8B36ICSC",T,1,9,8,2020,3,20,80,PG
721,Research Methodology,"8B37ICSC",T,1,9,8,2020,1,50,0,PG
722,Lab-11 Case Study (Data Mining),"8B38ICSC",L,1,9,8,2020,4,20,80,PG
723,Lab-12 Advanced Machine Learning,"8B39ICSC",L,1,9,8,2020,4,20,80,PG
724,Optimization Techniques,"9B40ICSC",T,1,9,9,2020,3,20,80,PG
725,Deep Learning ,"9B41ICSC",T,1,9,9,2020,4,20,80,PG
726,Information Security and Blockchain Technology,"9B42ICSC",T,1,9,9,2020,3,20,80,PG
727,Natural Language Processing,"9B43ICSC",T,1,9,9,2020,3,20,80,PG
728,Lab-13 Natural Language Processing ,"9B44ICSC",L,1,9,9,2020,4,20,80,PG
729,Lab-14 Mini Project ,"9B45ICSC",L,1,9,9,2020,4,20,80,PG
730,Human Computer Interaction,"10B46ICSCE01",T,1,9,10,2020,3,50,0,PG
731,Computer Vision,"10B47ICSCE01",T,1,9,10,2020,3,50,0,PG
732,Project,"10B48ICSC",P,1,9,10,2020,8,20,80,PG
734,Cosmology,"6B14PHY(4)",T,1,11,6,2019,2,10,40,UG
